"SKU_ID","Product","Product_Family","Concept_Type","Customer_Job","Target_Segment","Trend_Signal","Strategy_Fit","AM_Advantage","Customer_Inputs","Parametric_Variables","Max_L_mm","Max_W_mm","Max_H_mm","Primary_Material","Supports","Difficulty","Offer_Mode","Digital_Price_Band_EUR","Printed_Price_Band_EUR","Risk_Score","Risk_or_Limit","Opportunity_Score","Launch_Wave","Source_IDs","Design_Status","Next_Gate","Notes","Trend_Source_Strength_0_30","Trend_Signal_Magnitude_0_30","Trend_MetriMade_Fit_0_25","Trend_Whitespace_0_15","Trend_Score_0_100","Trend_Score_Basis","Trend_Score_Status","Trend_Score_Assessed_On","Trend_Score_Version"
"SKU-129","Board-game box anti-lean wedge set","Adult hobby shelf organization","New","Keep differently sized board-game boxes upright on a partly filled shelf without crushing them.","Adult tabletop gamers and clubs","Analog and social hobby signals support better storage for owned game collections.","Core adjacent — exact-fit shelf organization","Shelf gap; box heights and desired pressure generate low-material wedge modules.","Shelf depth; free gap; box heights; surface finish","wedge angle; span; pad allowance; label tab; module count","180","120","120","PLA with optional TPU feet","None","Easy","Both after validation","7-13","20-42","2","Adult collection storage; do not imply compatibility with named games without testing.","86","Wave 2","S01; S33; S31; S11; S19; S32","P0 research backlog","Test friction; box scuffing and removal force across matte and glossy boxes.","Complements inserts and token trays without duplicating in-box organization.","30","26","22","14","92","Primary-source strength 30/30 (S01; S33; S31); signal magnitude 26/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-130","Gift-wrap roll shelf end support","Craft and shelf organization","New","Stop paper rolls sliding or telescoping on a shelf using fitted end supports and dividers.","Crafters; gift wrappers and small businesses","Michaels 2026 reports personalization; gifting and craft participation growth.","Core — exact-fit craft organization","Roll diameters; shelf depth and count vary; segmented rails fit common printers.","Shelf envelope; roll diameters; count; access side","cradle radius; divider spacing; rail length; connector; label","220","180","140","PLA","None","Easy","Digital first; printed later","8-14","24-48","2","Light paper rolls only; no wall or overhead installation.","88","Wave 2","S33; S31; S11; S19; S32","P0 research backlog","Test roll removal; paper abrasion and segmented-rail alignment.","Target dry craft closets; exclude heavy vinyl rolls initially.","30","30","25","14","99","Primary-source strength 30/30 (S33; S31); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-131","Desk-grommet cable comb insert","Cable-management systems","Variation of SKU-003","Turn an existing desk hole into separated low-voltage cable lanes without adhesive.","Home-office; gaming and creator desks","IKEA 2026 reports charger-search pain; maker-platform activity confirms printable cable-management fit.","Core — exact-fit passive cable management","Grommet diameter; cable mix and slit geometry are highly variable but easy to measure.","Hole diameter; desk thickness; cable diameters; cable count","outer diameter; flange; slit count; lane sizes; flex gap","90","90","45","TPU 95A or PETG","None","Moderate","Digital first; printed later","6-12","16-34","3","Low-voltage routing only; not insulation; strain relief or fire protection.","93","Wave 1","S31; S09; S11; S19; S28; S32","P0 research backlog","Print diameter and slit coupon set; test jacket marking and 1000 cable insertions.","Extends the cable platform to a distinct desk interface.","30","25","25","6","86","Primary-source strength 30/30 (S31; S09); signal magnitude 25/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 6/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-132","Weighted cable-end rescue puck","Cable-management systems","New","Keep frequently used cable ends on the desktop without adhesive or permanent clips.","Renters; bedside and shared-desk users","IKEA 2026 reports Gen Z charger-search time and cable-heavy catch-all storage.","Core — passive cable organization","Cable count; diameter and ballast cavity can be customized in a small premium object.","Cable diameters; count; preferred footprint; ballast choice","slot sizes; count; base width; captive ballast cavity; texture","100","80","35","PLA with enclosed steel washers","None","Easy","Both after validation","6-12","18-38","3","Ballast must be captive; low-voltage cables only; small-part and surface tests.","92","Wave 1","S31; S09; S11; S19; S32","P0 research backlog","Test pull thresholds; cable jacket marks; tip and captive-ballast retention.","No magnets; usable where adhesive clips are unwanted.","30","25","25","12","92","Primary-source strength 30/30 (S31; S09); signal magnitude 25/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-133","Labeled travel cable-winder cassette","Travel and cable organization","New","Store several wound low-voltage cables in a compact labeled cassette without tangling.","Mobile workers; students and travelers","IKEA 2026 identifies charger-search pain; Etsy 2026 highlights travel and useful personalized gifts.","Core — defined-set cable organization","Cable length; bend radius; connector envelope and labels form a collection-specific layout.","Cable lengths; diameters; connector sizes; labels","spool radius; bay count; lid clearance; label text; hinge style","180","120","45","PETG","None","Moderate","Digital first; printed later","8-15","24-48","3","Low-voltage data/charging leads only; minimum bend radius and heat boundaries.","91","Wave 1","S31; S01; S09; S11; S19; S32","P0 research backlog","Test bend radius and connector retention on five generic cable types.","Improves generic winders through collection-level labeling and captured storage.","30","29","25","13","97","Primary-source strength 30/30 (S31; S01; S09); signal magnitude 29/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-134","Charger-brick and lead travel pod","Travel and cable organization","Variation of SKU-049","Carry one power brick and its detached low-voltage lead in a ventilated fitted pod.","Laptop and tablet travelers","IKEA 2026 reports charger-search frustration; travel gifting remains an Etsy occasion.","Core adjacent — exact-fit passive accessory","Measured brick and connector envelopes create compact protection with cord separation.","Cool unplugged brick size; cable size; connector keep-outs","shell clearance; ventilation; cord bay; lid; label","180","120","65","PETG","None","Moderate","Digital first; printed later","9-17","28-55","4","Transport only while unplugged and cool; no charging-in-case or impact-protection claim.","82","Wave 2","S31; S01; S11; S15; S19; S32","P0 research backlog","Thermal and drop review with inert mass first; verify conspicuous unplugged-only instructions.","Electrical adjacency makes this later than open cable organizers.","30","28","22","7","87","Primary-source strength 30/30 (S31; S01); signal magnitude 28/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 7/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-135","Cable plug ID collar generator","Cable labeling systems","New","Identify similar cable ends at a glance with text; icons or colors near the connector.","Households; studios; IT benches and shared offices","IKEA 2026 finds cables dominate catch-all drawers and charger searching wastes time.","Core — personalized micro-organization","Tiny collars adapt to cable diameter and label while using little material.","Cable diameter; label text/icon; color plan; connector clearance","inner diameter; split gap; label face; text depth; length","45","24","18","TPU 95A","None","Easy","Both after validation","4-8","10-22","3","Identification only; not strain relief or insulation; jacket marking and small-part risks.","94","Wave 1","S31; S09; S11; S19; S28; S32","P0 research backlog","Run diameter sweep; pull-off and 1000 flex cycles on sacrificial cables.","High bundle potential with cable clips and docking bars.","30","25","25","13","93","Primary-source strength 30/30 (S31; S09); signal magnitude 25/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-136","Low-voltage cable slack spool module","Cable-management systems","New","Contain a chosen length of excess low-voltage cable in a removable under-desk or drawer module.","Home-office; audio and maker desks","Printable cable organizers show strong ecosystem activity; IKEA 2026 documents cable clutter.","Core adjacent — exact-fit passive cable management","Spool diameter; cable bend radius and mount-free placement can be tailored.","Cable diameter; minimum bend radius; slack length; available envelope","core radius; flange; capture slot; module join; label","160","120","45","PETG","None","Moderate","Digital first; printed later","7-13","20-42","3","Low-voltage flexible cables only; no mains cable; heat or strain-relief claim.","88","Wave 2","S31; S09; S11; S19; S32","P0 research backlog","Test cable temperature; bend memory and accidental pull for allowed cable classes.","Explicitly exclude power-extension and high-current cable use.","30","25","22","12","89","Primary-source strength 30/30 (S31; S09); signal magnitude 25/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-137","Interchangeable cable-head reducer insert set","Cable-management systems","Improvement of SKU-004","Let one docking bar securely park thin; thick and unusually shaped cable heads using replaceable soft inserts.","Existing cable-dock customers with mixed devices","IKEA 2026 charger-search pain directly supports improved cable docking.","Core — reusable interface improvement","A shared hard bar plus generated TPU inserts increases coverage without full reprints.","Dock interface; cable diameter; connector head width; insertion force target","insert OD; slit; cable bore; flex ribs; ID mark","55","30","25","TPU 95A","None","Moderate","Digital first; printed later","5-10","12-26","3","Low-voltage cable parking only; fatigue and jacket abrasion tests.","95","Wave 1","S31; S09; S11; S19; S28; S32","P0 research backlog","Define one stable insert interface and run a full diameter/force sweep.","Direct platform upgrade with low print cost and repeat sales.","30","25","25","7","87","Primary-source strength 30/30 (S31; S09); signal magnitude 25/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 7/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-138","Vertical laptop slot with thickness gauge","Passive device stands","New","Store one or two closed laptops vertically with clearance for cases and soft contact pads.","Remote workers and small desks","Home-office organization remains aligned with IKEA 2026 storage pressure.","Core adjacent — exact-fit passive device storage","Case thickness; device count and center-of-gravity constraints make measured variants useful.","Closed-device thickness; width; count; pad thickness; base limit","slot width; base depth; divider height; pad pockets; cable notch","180","160","120","PETG with TPU pads","None","Moderate","Digital first; printed later","10-18","30-60","3","Closed cool devices only; tip; scratch and ventilation clearance tests.","87","Wave 2","S31; S11; S19; S32","P0 research backlog","Prototype two-device stand; run bump; tip and pad-abrasion tests.","No brand styling; factual device fit only after validation.","26","20","22","12","80","Primary-source strength 26/30 (S31); signal magnitude 20/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-139","Keyboard tilt wedge pair with wrist-clearance","Passive device stands","New","Raise a keyboard to a chosen mild angle while preserving cable and wrist-rest clearance.","Adult typists; home-office and gaming users","Home-office setup personalization and desk organization remain recurring demand signals.","Core adjacent — measured passive accessory","Keyboard footprint; existing feet and desired angle create a simple exact-fit pair.","Keyboard depth; rear profile; desired angle; cable exits","angle; cradle width; stop height; pad pocket; left/right mark","120","80","45","PETG with TPU pads","None","Easy","Digital first; printed later","6-12","18-36","3","Comfort preference only; no ergonomic or medical claim; slip and tip testing required.","84","Wave 2","S31; S11; S19; S32","P0 research backlog","Test angles 2–8 degrees; slip and keying stability with generic keyboards.","Market as setup customization; not injury prevention.","30","24","22","12","88","Primary-source strength 30/30 (S31); signal magnitude 24/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-140","Monitor-base fitted accessory collar","Desk organization","New","Wrap unused perimeter space around a monitor base with removable trays sized to that base.","Small-desk office and gaming users","IKEA 2026 highlights limited space and clutter while home-office accessories remain relevant.","Core — exact-fit desk organization","Base outline capture converts otherwise unusable space into a model-specific organizer.","Base outline; keep-outs; desired tray zones; maximum height","outline points; clearance; tray depth; module split; labels","220","220","45","PLA","None","Moderate","Digital first; printed later","10-18","30-58","3","Freestanding around base only; must not restrict controls; ventilation or stand movement.","91","Wave 1","S31; S11; S19; S32","P0 research backlog","Create photo-plus-ruler outline method; test interference and clean removal.","Aesthetic platform opportunity distinct from an under-monitor drawer.","30","24","25","13","92","Primary-source strength 30/30 (S31); signal magnitude 24/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-141","Monitor-arm pole lightweight accessory cup","Desk organization","New","Hold pens or a remote on an existing vertical pole without altering the desk surface.","Monitor-arm users and compact desks","Small-space organization supports vertical use; maker ecosystems show interest in desk accessories.","Adjacent — measured third-party interface","Pole diameter and cup orientation can be tailored with a split clamp and coupon.","Pole diameter; allowed cup mass; orientation; clearance","clamp bore; flex gap; cup size; rotation stop; pad","120","100","120","PETG with TPU pad","None","Moderate","Digital first; printed later","8-15","24-48","4","Very light contents only; clamp and device-drop risk; factual compatibility after tests.","77","Wave 3","S31; S11; S19; S32","P0 research backlog","Run pole coupon; 500 rotation cycles and conservative bump/drop program.","Keep outside active 70% until clamp evidence exists.","30","24","15","13","82","Primary-source strength 30/30 (S31); signal magnitude 24/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-142","Clip-on webcam privacy shutter","Passive device micro-accessories","New","Cover a camera lens with a thin reversible shutter that does not obstruct indicators or sensors.","Remote workers; students and privacy-conscious adults","Remote-work accessory demand persists; exact device geometry favors small-run manufacturing.","Core adjacent — exact-fit passive accessory","Bezel thickness; lens position and sensor keep-outs differ across models.","Bezel thickness; lens and indicator positions; lid travel","clip gap; window; slider travel; stop; thickness","60","25","10","PETG","None","Moderate","Digital first; printed later","4-8","10-22","4","Privacy aid only; device damage; sensor obstruction and tiny-part risks.","79","Wave 3","S31; S11; S19; S32","P0 research backlog","Validate no indicator obstruction; scratch; heat or lid interference on one device family.","No cybersecurity claim; exact compatibility must be tested.","26","20","22","14","82","Primary-source strength 26/30 (S31); signal magnitude 20/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-143","Page-turn remote tabletop dock","Reading accessories","New","Keep a small e-reader page-turn remote upright; visible and easy to retrieve.","Adult e-reader users and accessibility-minded readers","Etsy 2026 reports analog/reading rituals and meaningful small gifts.","Core adjacent — defined-object organization","Remote envelope; charging-port side and preferred angle create exact-fit variants.","Remote dimensions; button keep-outs; connector side; viewing preference","pocket size; angle; port notch; finger relief; label","90","75","75","PLA","None","Easy","Both after validation","5-10","14-28","2","Storage only; no accessibility or device-performance claim.","85","Wave 2","S01; S31; S11; S19; S32","P0 research backlog","Test retrieval; accidental button press and five remote-size coupons.","Small giftable companion to reading docks.","27","21","22","14","84","Primary-source strength 27/30 (S01; S31); signal magnitude 21/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-144","Reusable desk cable identification flag set","Cable labeling systems","New","Mark both ends and midpoints of frequently moved cables with matched colors; numbers or text.","Studios; shared offices; maker benches and households","IKEA 2026 reports cable clutter and charger-search friction.","Core — personalized micro-organization","Batch text generation and cable-diameter presets produce useful low-cost bundles.","Cable diameters; label pairs; text/icon list; color plan","clip bore; flag size; text; pair code; flex gap","55","30","18","TPU 95A","None","Easy","Both after validation","4-8","12-26","3","Identification only; small parts; jacket marking and snag tests.","92","Wave 1","S31; S09; S11; S19; S28; S32","P0 research backlog","Test 12 cable jackets; pull-off force and 1000 attach cycles.","CSV label import could become a reusable personalization service.","30","25","25","13","93","Primary-source strength 30/30 (S31; S09); signal magnitude 25/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-145","Fold-flat phone stand with document rest","Passive device stands","Improvement of SKU-017","Support a phone and one sheet or recipe card in a flat-pack stand for calls; study or travel.","Students; mobile workers and adult hobbyists","Etsy 2026 supports useful travel gifts; home-office and analog activity signals reinforce hybrid use.","Core adjacent — multi-job passive stand","Angle; case thickness and paper stop can be varied while retaining a common joint.","Phone/case thickness; desired angles; paper size; folded limit","slot width; angle set; hinge clearance; paper lip; footprint","180","120","120","PETG","None","Moderate","Digital first; printed later","8-15","22-46","3","Passive use only; stability and joint-cycle tests; no kitchen food-contact claim.","88","Wave 2","S01; S33; S31; S11; S19; S32","P0 research backlog","Compare captive flexure and pin joint; run 1000 fold cycles and tip tests.","Materially different customer job from a phone-only travel stand.","28","30","22","7","87","Primary-source strength 28/30 (S01; S33; S31); signal magnitude 30/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 7/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-146","Washi-tape tiered dispenser","Paper-craft organization","New","Store and dispense a chosen set of tape rolls with visible colors in a compact footprint.","Journalers; scrapbookers and craft sellers","Michaels 2026 reports analog-hobby searches up 136%; Etsy reports strong journal-accessory growth.","Core — defined-set craft organization","Roll widths; diameters and count create collection-specific tiers and replaceable axles.","Roll widths; max diameter; count; cut-edge preference","axle diameter; tier pitch; lane width; base; optional safe tear bar","220","140","180","PLA","None","Moderate","Both after validation","8-15","24-48","2","Adult craft use; omit sharp metal cutter in MVP; tape-feed testing.","94","Wave 1","S33; S01; S11; S19; S32","P0 research backlog","Prototype captive printed axle and smooth-edge dispensing for varied tapes.","A no-blade version keeps the initial safety burden low.","27","30","25","13","95","Primary-source strength 27/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-147","Paired thread-and-bobbin rack","Sewing and needlecraft organization","New","Keep each thread spool paired with its matching loaded bobbin in one visible rack.","Sewers; quilters and repair hobbyists","Michaels 2026 reports yarn-accessory sales up 40% and sewing-pattern searches up 152%.","Core — defined-set craft organization","Spool and bobbin dimensions vary; paired modules offer a clear functional improvement.","Spool diameter/height; bobbin standard; pair count; shelf space","spindle; bobbin peg; pitch; row count; label","220","160","180","PLA","None","Easy","Both after validation","8-15","24-50","2","Adult craft storage; smooth surfaces required to avoid thread snag.","95","Wave 1","S33; S11; S19; S32","P0 research backlog","Test common spool and bobbin standards; inspect every thread-contact edge.","Strong analog-hobby signal with low regulatory burden.","25","30","25","11","91","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-148","Embroidery-floss project palette dock","Sewing and needlecraft organization","New","Park labeled floss cards for one active project in sequence without tangling.","Embroidery; cross-stitch and needlepoint hobbyists","Michaels 2026 reports needlepoint searches up 251% and broad analog-hobby growth.","Core — workflow-specific craft organization","Project color count; card thickness and working order are simple high-value parameters.","Card thickness; color count; label scheme; desktop footprint","slot pitch; angle; count; label rail; base modules","220","110","90","PLA","None","Easy","Both after validation","6-12","18-38","1","Adult craft organization; no needle storage in initial variant.","94","Wave 1","S33; S01; S11; S19; S32","P0 research backlog","Pilot with three card standards and 30-color project workflow.","Portable version can follow after desktop retrieval is validated.","27","30","25","11","93","Primary-source strength 27/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-149","Needlepoint thread parking comb","Sewing and needlecraft organization","New","Temporarily separate active thread colors at a canvas edge or tabletop without knots.","Adult needlepoint and embroidery users","Michaels 2026 reports needlepoint search growth of 251% year over year.","Core adjacent — craft workflow tool","Comb pitch; thread count and mount-free base adapt to project size with minimal material.","Thread count; strand thickness; preferred base; label codes","slot width; pitch; comb length; base weight pocket; labels","180","80","40","PLA with TPU insert option","None","Moderate","Both after validation","5-10","14-30","2","Thread parking only; exclude needle retention; verify no fiber cutting.","91","Wave 1","S33; S11; S19; S28; S32","P0 research backlog","Run snag and fiber-damage tests with common floss types.","Avoid a canvas clip in MVP to reduce fabric-damage risk.","25","30","22","11","88","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-150","Crochet-hook diameter rack","Sewing and needlecraft organization","New","Arrange hooks by actual shaft and handle diameter with readable size labels.","Crocheters; craft teachers and gift buyers","Michaels 2026 reports strong analog-hobby search growth and yarn-accessory sales.","Core — defined-set craft organization","Mixed ergonomic handle shapes are poorly served by uniform holes; measured slots add value.","Hook lengths; handle diameters; count; label sizes","slot widths; depth; angle; label text; module count","220","120","120","PLA","None","Easy","Both after validation","7-13","20-42","1","Adult craft storage; no tool-performance claim.","93","Wave 1","S33; S11; S19; S32","P0 research backlog","Create handle-profile measurement card and validate removal across 15 hooks.","Giftable rack with optional name plate and no copied brand marks.","25","30","25","11","91","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-151","Portable yarn-project caddy lid","Sewing and needlecraft organization","New","Turn a measured customer-owned box into a removable lid that parks hook; markers; scissors and active yarn.","Crocheters and knitters who take projects outside the home","Michaels 2026 identifies portable analog hobbies and yarn-accessory growth.","Core — exact-fit craft organization","Box rim and tool collection define a small custom interface without printing the container.","Box opening/rim; tools; yarn opening; preferred carry orientation","rim fit; tool slots; yarn eyelet; handle; ventilation","220","220","45","PETG","None","Moderate","Digital first; printed later","9-17","28-54","3","Organizer lid only; not a load-rated carry handle; scissors must be removed before transport.","89","Wave 2","S33; S11; S19; S32","P0 research backlog","Develop rim coupon method; test retention and yarn abrasion with three box types.","Fit a customer-owned container to reduce print time and shipping volume.","25","30","25","11","91","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-152","Spool-cone adapter and tail keeper","Sewing and needlecraft organization","New","Stabilize a thread cone on a storage peg and capture the loose thread tail between uses.","Sewers; embroidery users and small studios","Michaels 2026 reports sewing and needlecraft skill growth.","Core adjacent — measured craft accessory","Cone bores and spool tails vary; a generated adapter avoids stocking many molded sizes.","Cone inner diameters; peg diameter; tail thickness; desired height","taper; bore; flange; tail slot; ID mark","90","90","100","PLA or PETG","None","Easy","Digital first; printed later","4-8","10-24","2","Storage only; not for use on a powered sewing machine.","88","Wave 2","S33; S11; S19; S32","P0 research backlog","Test fit and thread snag on ten cool stationary spools.","Prominent off-machine-use boundary keeps scope low risk.","25","30","22","11","88","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-153","Paint-bottle stepped rack","Painting and model-making organization","New","Display mixed paint bottles in diameter-matched rows so labels stay visible.","Adult painters; miniature hobbyists and craft studios","Michaels 2026 reports analog painting growth and strong guided-craft participation.","Core — defined-set craft organization","Diameter; height and collection count create a compact exact-fit layout.","Bottle diameters/heights; count; label direction; shelf envelope","hole diameters; row rise; pitch; module joint; labels","220","180","180","PLA","None","Easy","Both after validation","9-16","28-58","3","Closed cool bottles only; no spill containment; chemical compatibility must be reviewed.","91","Wave 1","S33; S11; S19; S32","P0 research backlog","Test stability and staining with water-filled sample bottles; review common paint SDS boundaries.","No brand-specific bottle shapes unless measured and factually described.","25","30","25","13","93","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-154","Paintbrush drying bridge with removable drip tray","Painting and model-making organization","New","Dry cleaned brushes horizontally with bristles unsupported and collect residual water below.","Adult painters; art students and miniature hobbyists","Michaels 2026 reports increased analog painting and hands-on creative activity.","Core adjacent — workflow-specific craft organization","Brush count; handle diameters and tray width can fit a specific sink-side or desk envelope.","Brush handle diameters; count; available width; tray depth","comb slots; bridge height; tray size; feet; drainage lip","220","140","80","PETG","None","Easy","Both after validation","8-15","24-48","3","Water-based residue only; no solvent resistance or sanitation claim.","88","Wave 2","S33; S11; S19; S32","P0 research backlog","Test tip clearance; cleaning and staining with water-based paints only.","Keep solvent paints outside initial intended use.","25","30","22","13","90","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-155","Marker swatch-cap display rail","Drawing and journaling organization","New","Keep swatch samples aligned above matching markers without altering the markers.","Illustrators; journalers and design students","Michaels 2026 lists markers; journaling and analog art among active interests.","Core — personalized craft organization","Marker diameter; swatch-card size and color order form a collection-specific rail.","Marker diameters; count; swatch format; color order","clip bore; pitch; card slot; module joint; labels","220","90","80","PLA or TPU clips","None","Moderate","Both after validation","7-13","20-44","2","Storage/display only; cap seal must not be disturbed; ink-stain tests.","89","Wave 2","S33; S01; S11; S19; S28; S32","P0 research backlog","Prototype non-cap-contact rail and run retrieval tests with generic markers.","Avoid copying proprietary cap geometry; measure simple envelopes.","27","30","25","14","96","Primary-source strength 27/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-156","Diamond-painting tray staging rack","Bead and mosaic craft organization","New","Park multiple active sorting trays in order while preserving their labels and pour spouts.","Adult diamond-art and mosaic hobbyists","Michaels 2026 reports diamond-art sales up 28% and mosaic-kit searches up 248%.","Core — workflow-specific craft organization","Tray width; count and working angle vary by kit; modular staging adds clear value.","Tray dimensions; tray count; label side; desk footprint","lane width; pitch; angle; stop; module connector","220","160","140","PLA","None","Easy","Both after validation","7-13","20-42","2","Adult craft use; small loose pieces; no child-use positioning.","93","Wave 1","S33; S11; S19; S32","P0 research backlog","Test spill resistance and one-handed tray removal with generic empty trays.","Strong current category signal with a low-complexity print.","25","30","25","14","94","Primary-source strength 25/30 (S33); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
