"Record_ID","Working_SKU","Product_or_Model","Category","Source_Path","Origin_Class","Strategy_Fit","Lifecycle_Stage","Commercial_Existing","Digital_Evidence","Physical_Evidence","Rights_Provenance","Safety_Risk","Digital_Offer","Printed_Offer","Website_Status","Initial_Portfolio_Role","Priority","Next_Gate","Notes","Model_Status","Model_Evidence_Path","Model_Audit_Date"
"PORT-042","MM-SYS-004","BILLY Collection Riser","System-furniture display","products/furniture-systems/mm-sys-004-billy-collection-riser","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, load or tip tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure revision; load/tip/fit tests","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-004-billy-collection-riser/exports/stl/04_billy_collection_riser.stl","2026-08-28"
"PORT-043","MM-SYS-005","BROR Shadow Board Workflow Cluster","System-furniture tool storage","products/furniture-systems/mm-sys-005-bror-shadow-board-workflow-cluster","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, clip fatigue, load or creep tests","UNKNOWN","High; retained tools and board mounting","Hold","Hold","No catalog item","Not initial","P3 LATER","Test exact board/hardware, retention, fatigue and load","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-005-bror-shadow-board-workflow-cluster/exports/stl/05_bror_shadow_board_workflow_cluster.stl","2026-08-28"
"PORT-044","MM-SYS-006","KALLAX Boardgame Matrix","System-furniture storage","products/furniture-systems/mm-sys-006-kallax-boardgame-matrix","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit or physical load tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact KALLAX revision and test loaded fit","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-006-kallax-boardgame-matrix/exports/stl/06_kallax_boardgame_matrix.stl","2026-08-28"
"PORT-045","MM-SYS-007","PLATSA Collection Cells","System-furniture storage","products/furniture-systems/mm-sys-007-platsa-collection-cells","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit or physical tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact PLATSA/HJALPA revision and test","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-007-platsa-collection-cells/exports/stl/07_platsa_collection_cells.stl","2026-08-28"
"PORT-046","MM-SYS-008","SKADIS Precision Tool Cluster","System-furniture tool storage","products/furniture-systems/mm-sys-008-skadis-precision-tool-cluster","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified hook fit, fatigue, load or creep tests","UNKNOWN","High; retained tools","Hold","Hold","No catalog item","Not initial","P3 LATER","Exact board fit and retention/fatigue tests","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-008-skadis-precision-tool-cluster/exports/stl/08_skadis_workflow_cluster.stl","2026-08-28"
"PORT-047","MM-SYS-009","BESTA Passive Media Topology","System-furniture media accessory","products/furniture-systems/mm-sys-009-besta-passive-media-topology","Local controlled concept","Adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, heat or device tests","UNKNOWN","High; heat/device context","Hold","Hold","No catalog item","Not initial","HOLD","Define device/heat scope and test exact installation","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-009-besta-passive-media-topology/exports/stl/09_besta_media_topology.stl","2026-08-28"
"PORT-048","MM-SYS-010","OMAR Ventilated Shelf Deck","System-furniture shelf accessory","products/furniture-systems/mm-sys-010-omar-ventilated-shelf-deck","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, deflection or load tests","UNKNOWN","Medium to high; shelf load","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact OMAR revision and run deflection/load tests","Research recommended as simple MVP only after testing","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-010-omar-ventilated-shelf-deck/exports/stl/10_omar_shelf_deck.stl","2026-08-28"
"PORT-049","MM-SYS-011","BOAXEL Cleaning Accessory Dock","System-furniture dock","products/furniture-systems/mm-sys-011-boaxel-cleaning-accessory-dock","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, retention, fatigue or chemical tests","UNKNOWN","Medium to high","Hold","Hold","No catalog item","Not initial","P3 LATER","Exact-fit and retained-accessory cycle tests","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-011-boaxel-cleaning-accessory-dock/exports/stl/11_boaxel_light_cleaning_docking_rail.stl","2026-08-28"
"PORT-050","MM-SYS-012","BESTA Controller and Media Tray","System-furniture insert","products/furniture-systems/mm-sys-012-besta-controller-and-media-tray","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit or physical tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact BESTA revision and test","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-012-besta-controller-and-media-tray/exports/stl/12_besta_controller_media_drawer_tray.stl","2026-08-28"
"PORT-051","MM-SYS-013","TROFAST Adult Workshop Insert","System-furniture insert","products/furniture-systems/mm-sys-013-trofast-adult-workshop-insert","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, load or use tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact TROFAST revision and test intended adult use","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-013-trofast-adult-workshop-insert/exports/stl/13_trofast_adult_workshop_insert.stl","2026-08-28"
"PORT-052","MM-SYS-014","KALLAX Creative Material Cassette","System-furniture storage","products/furniture-systems/mm-sys-014-kallax-creative-material-cassette","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, load or physical tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact KALLAX revision and test","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-014-kallax-creative-material-cassette/exports/stl/14_kallax_creative_material_cassette.stl","2026-08-28"
"PORT-053","MM-SYS-015","BOAXEL Basket Microsorter","System-furniture organizer","products/furniture-systems/mm-sys-015-boaxel-basket-microsorter","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit or physical tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact basket revision and test fit/use","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-015-boaxel-basket-microsorter/exports/stl/15_boaxel_basket_microsorter.stl","2026-08-28"
"PORT-054","MM-SYS-016","MALM Fold-Size Drawer Dividers","System-furniture insert","products/furniture-systems/mm-sys-016-malm-fold-size-drawer-dividers","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit or physical tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact MALM revision and test fit","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-016-malm-fold-size-drawer-dividers/exports/stl/16_malm_fold_size_dividers.stl","2026-08-28"
"PORT-055","MM-SYS-017","IVAR No-Drill Side Inventory Rail","System-furniture rail","products/furniture-systems/mm-sys-017-ivar-no-drill-side-inventory-rail","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, surface protection, retention, load or creep tests","UNKNOWN","High; no-drill retention/load","Hold","Hold","No catalog item","Not initial","P3 LATER","Exact interface and long-duration retention/load tests","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-017-ivar-no-drill-side-inventory-rail/exports/stl/17_ivar_no_drill_side_inventory_rail.stl","2026-08-28"
"PORT-056","MM-SYS-018","BILLY Collection Display Matrix","System-furniture display","products/furniture-systems/mm-sys-018-billy-collection-display-matrix","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, load or tip tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact BILLY revision and test","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-018-billy-collection-display-matrix/exports/stl/18_billy_collection_display_matrix.stl","2026-08-28"
"PORT-057","MM-SYS-019","LAGKAPTEN/ALEX Reversible Cable Rail","System-furniture cable accessory","products/furniture-systems/mm-sys-019-lagkapten-alex-reversible-cable-rail","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified fit, cable compatibility, fatigue or heat tests","UNKNOWN","Medium","Later","Later","No catalog item","Research reserve","P3 LATER","Measure exact revisions and test cable range/retention","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-019-lagkapten-alex-reversible-cable-rail/exports/stl/19_lagkapten_alex_reversible_cable_rail.stl","2026-08-28"
"PORT-058","MM-SYS-020","LACK Leg Two-Pocket Mini Dock","System-furniture dock","products/furniture-systems/mm-sys-020-lack-leg-two-pocket-mini-dock","Local controlled concept","Core adjacent","P2 Digital candidate","No","Watertight STL and valid STEP; provisional geometry","No verified leg fit, retention, surface, load or creep tests","UNKNOWN","High; clamped dock and retained objects","Hold","Hold","No catalog item","Not initial","P3 LATER","Exact leg fit, surface protection, retention and creep tests","","YES — controlled CAD/source + model artifact","products/furniture-systems/mm-sys-020-lack-leg-two-pocket-mini-dock/exports/stl/20_lack_leg_two_pocket_mini_dock.stl","2026-08-28"
"PORT-059","MM-ORG-004","Modular Desktop Tray System","Desktop organizer","products/organization-storage/mm-org-004-modular-desktop-tray-system","Local controlled project","Core","P2 Digital candidate","No","0.1.0-draft.1 parametric CadQuery/JSON source; three tray STEP/STL pairs, bow-tie link, fit coupon and valid five-item DRAFT 3MF; all mesh, envelope, package and nominal interface checks PASS through interface-validation","No exact slicer/profile; connector fit, socket bridge, 100 cycles, 1 kg distributed load, flatness, edge and appearance tests are NOT RUN","Local original source; broader commercial source/component register remains open","Low to medium; small connector, fit and edge risks require physical qualification","Later","Later after physical qualification","No catalog item","Research Ideas 100 Wave 1","P1 NEXT","Slice and print the interface coupon; tune clearance only if needed; then print the unchanged three-tray set and complete TP-01 through TP-07","DRAFT digital candidate only; reference arrangement 222 x 167 x 40 mm; no fit, load, safety or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-004-modular-desktop-tray-system/exports/3mf/DRAFT-MM-ORG-004-modular-desktop-tray-system-0.1.0-draft.1.3mf","2026-08-28"
"PORT-060","MM-ORG-005","Desk-edge Cable Clip Kit","Cable management","products/organization-storage/mm-org-005-desk-edge-cable-clip-kit","Local controlled project","Core","P2 Digital candidate","No","0.1.0-draft.1 parametric CadQuery/JSON desk-thickness/cable-diameter/count generator; three STEP/STL PETG clip presets, three narrow fit coupons and valid three-object DRAFT 3MF; parameter, mesh, envelope, package and nominal interface checks PASS through interface-validation","No exact slicer/profile; PETG insertion force, 250 desk cycles, 500 cable cycles, jacket pinch/abrasion, accidental pull and desk-marking tests are NOT RUN","Local original source; broader commercial source/component register remains open","Low to medium; flexure failure, cable damage and surface marking require physical qualification","Later","Later after physical qualification","No catalog item","Research Ideas 100 Wave 1","P1 NEXT","Slice and print the narrow coupon set in exact PETG; verify fit/force/pinch/marking; then print unchanged kit and complete the cycle plan","DRAFT digital candidate only; passive low-voltage cable routing, not electrical insulation, strain relief or a load-bearing clamp","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-005-desk-edge-cable-clip-kit/exports/3mf/DRAFT-MM-ORG-005-desk-edge-cable-clip-kit-0.1.0-draft.1.3mf","2026-08-28"
"PORT-061","MM-ORG-006","Charging-cable Docking Bar","Cable management","products/organization-storage/mm-org-006-charging-cable-docking-bar","Local controlled project","Core adjacent","P2 Digital candidate","No","0.1.0-draft.1 parametric CadQuery/JSON 2-5-slot generator; 156 x 40 x 14 mm PETG bar, four TPU insert STEP/STL pairs, PETG/TPU coupon pair and valid five-object DRAFT 3MF; parameter, mesh, envelope, package and nominal interface checks PASS through interface-validation","No exact PETG/TPU slicer profiles; insert fit, 100 replacement cycles, 500 cable cycles, jacket inspection and one-handed slide/tip tests are NOT RUN","Local original source; broader commercial source/component register remains open","Low to medium; insert retention, cable damage and bar movement require physical qualification","Later","Later after physical qualification","No catalog item","Research Ideas 100 Wave 2","P2 NEXT","Slice and print the PETG socket / TPU insert coupon pair; tune clearance if needed; then print unchanged full set and complete cycles/jacket/stability tests","DRAFT passive organizer only; not a charger, electrical connector, insulation or certified strain relief","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-006-charging-cable-docking-bar/exports/3mf/DRAFT-MM-ORG-006-charging-cable-docking-bar-0.1.0-draft.1.3mf","2026-08-28"
"PORT-062","MM-ORG-007","Adjustable Passive Phone Stand","Phone/tablet stand","products/organization-storage/mm-org-007-adjustable-passive-phone-stand","Local controlled project","Core","P2 Digital candidate","No","0.1.0-draft.1 parametric CadQuery/JSON candidate; 95 x 109.72 x 107.32 mm reference assembly, three detent-profile base STEP/STLs, common windowed backrest, printed pin, coupon and valid five-object DRAFT 3MF; parameter, mesh, envelope, package and nominal interface checks PASS through interface-validation","No exact slicer/profile; PETG detent selection, 500 hinge cycles, pin retention, 350 g portrait/landscape tip/slide, contact and cable-bend tests are NOT RUN","Local original source; broader commercial source/component register remains open","Low to medium; tip/slide, hinge collapse, pin migration and device contact require physical qualification","Later","Later after physical qualification","No catalog item","Research Ideas 100 Wave 1","P1 NEXT","Slice and print the detent coupon; select one base profile; then print the unchanged backrest/pin/base set and complete cycle, retention, stability, contact and cable tests","DRAFT passive stand only; no tablet, hinge-life, stability, device-safety or commercial claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-007-adjustable-passive-phone-stand/exports/3mf/DRAFT-MM-ORG-007-adjustable-phone-stand-0.1.0-draft.1.3mf","2026-08-28"
"PORT-063","MM-ORG-008","Custom Lipstick and Tube Grid","Vanity organizer","products/organization-storage/mm-org-008-custom-lipstick-tube-grid","Local controlled project","Core","P2 Digital candidate","No","0.1.0-draft.1 parametric CadQuery/JSON candidate; 161 x 107 x 34 mm 4x3 mixed-diameter PETG lattice grid, seven-hole 14-26 mm capture guide, STEP/STL pairs and valid two-object DRAFT 3MF; parameter, mesh, envelope, package and nominal interface checks PASS through interface-validation","No exact slicer/profile; real circular/tapered tube fit, 100 insertion cycles, loaded tipping, cleanability, edge and appearance tests are NOT RUN","Local original source; broader commercial source/component register remains open","Low; tube mismatch, tip and cleanability require physical qualification","Later","Later after physical qualification","No catalog item","Research Ideas 100 Wave 1","P1 NEXT","Print the diameter guide; capture each real tube; update the JSON list; then print unchanged grid and complete fit, cycle, loaded-tip and cleanability tests","DRAFT storage-only organizer for closed cosmetic containers; no direct formulation contact or travel-retention claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-008-custom-lipstick-tube-grid/exports/3mf/DRAFT-MM-ORG-008-custom-lipstick-tube-grid-0.1.0-draft.1.3mf","2026-08-28"
"PORT-065","MM-ORG-009","Tapered drawer perimeter filler rail set","Exact-fit drawer extensions","products/organization-storage/mm-org-009-tapered-drawer-perimeter-filler-rail-set","Local controlled project","Core — exact-fit organization","P2 Digital candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-009-tapered-drawer-perimeter-filler-rail-set/exports/3mf/DRAFT-MM-ORG-009-tapered-drawer-filler-set-0.1.0-draft.1.3mf","2026-08-28"
"PORT-066","MM-ORG-010","Personalized pen and stationery caddy","Custom desk & drawer organizers","products/organization-storage/mm-org-010-personalized-pen-stationery-caddy","Local controlled project","Core","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-010-personalized-pen-stationery-caddy/exports/3mf/DRAFT-MM-ORG-010-personalized-stationery-caddy-0.1.0-draft.1.3mf","2026-08-28"
"PORT-067","MM-ORG-011","Crochet-hook diameter rack","Sewing and needlecraft organization","products/organization-storage/mm-org-011-crochet-hook-diameter-rack","Local controlled project","Core — defined-set craft organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-011-crochet-hook-diameter-rack/exports/3mf/DRAFT-MM-ORG-011-crochet-hook-diameter-rack-0.1.0-draft.1.3mf","2026-08-28"
"PORT-068","MM-ORG-012","Stationery-refill inventory tray","Desk and stationery organization","products/organization-storage/mm-org-012-stationery-refill-inventory-tray","Local controlled project","Core — defined-set desk organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-012-stationery-refill-inventory-tray/exports/3mf/DRAFT-MM-ORG-012-stationery-refill-inventory-tray-0.1.0-draft.1.3mf","2026-08-28"
"PORT-069","MM-ORG-013","Photo and postcard archive drawer divider","Memory-keeping organization","products/organization-storage/mm-org-013-photo-postcard-archive-drawer-divider","Local controlled project","Core — personalized memory organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-013-photo-postcard-archive-drawer-divider/exports/3mf/DRAFT-MM-ORG-013-frame-and-first-three-dividers-0.1.0-draft.1.3mf","2026-08-28"
"PORT-070","MM-ORG-014","Embroidery-floss project palette dock","Sewing and needlecraft organization","products/organization-storage/mm-org-014-embroidery-floss-project-palette-dock","Local controlled project","Core — workflow-specific craft organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-014-embroidery-floss-project-palette-dock/exports/manufacturing/DRAFT-MM-ORG-014-palette-dock-0.1.0-draft.1.stl","2026-08-28"
"PORT-071","MM-ORG-015","Adapter-and-dongle drawer cassette","Electronics-accessory organization","products/organization-storage/mm-org-015-adapter-dongle-drawer-cassette","Local controlled project","Core — defined-set organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-015-adapter-dongle-drawer-cassette/exports/3mf/DRAFT-MM-ORG-015-cassette-and-measurement-card-0.1.0-draft.1.3mf","2026-08-28"
"PORT-072","MM-ORG-016","Stencil-ruler bookmark set","Journaling & stationery accessories","products/organization-storage/mm-org-016-stencil-ruler-bookmark-set","Local controlled project","Core adjacent","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-016-stencil-ruler-bookmark-set/exports/3mf/DRAFT-MM-ORG-016-stencil-ruler-bookmark-set-0.1.0-draft.1.3mf","2026-08-28"
"PORT-073","MM-ORG-017","Modular pocket-emptying tray with coin slope","Personalized functional organization","products/organization-storage/mm-org-017-modular-pocket-emptying-tray","Local controlled project","Core — modular functional decor","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-017-modular-pocket-emptying-tray/exports/3mf/DRAFT-MM-ORG-017-modular-pocket-emptying-tray-0.1.0-draft.1.3mf","2026-08-28"
"PORT-074","MM-ORG-018","Drawer measurement gauge and clearance coupon kit","Measurement and fit tools","products/organization-storage/mm-org-018-drawer-measurement-gauge-kit","Local controlled project","Core — measurement moat","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-018-drawer-measurement-gauge-kit/exports/3mf/DRAFT-MM-ORG-018-drawer-measurement-gauge-kit-0.1.0-draft.1.3mf","2026-08-28"
"PORT-075","MM-ORG-019","Label-printer tape-cartridge rack","Office and small-business organization","products/organization-storage/mm-org-019-label-tape-cartridge-rack","Local controlled project","Core — defined-set desk organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-019-label-tape-cartridge-rack/exports/3mf/DRAFT-MM-ORG-019-label-tape-cartridge-rack-0.1.0-draft.1.3mf","2026-08-28"
"PORT-076","MM-ORG-020","Wardrobe belt and scarf shelf comb","Wardrobe and shelf organization","products/organization-storage/mm-org-020-belt-scarf-shelf-comb","Local controlled project","Core — defined-set shelf organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-020-belt-scarf-shelf-comb/exports/3mf/DRAFT-MM-ORG-020-belt-scarf-shelf-comb-0.1.0-draft.1.3mf","2026-08-28"
"PORT-077","MM-ORG-021","Eyeglass-case shelf corral with dividers","Personal-item organization","products/organization-storage/mm-org-021-eyeglass-case-shelf-corral","Local controlled project","Core — defined-set shelf organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-021-eyeglass-case-shelf-corral/exports/3mf/DRAFT-MM-ORG-021-eyeglass-case-shelf-corral-0.1.0-draft.1.3mf","2026-08-28"
"PORT-078","MM-ORG-022","Labelable small-parts bin set","Custom desk & drawer organizers","products/organization-storage/mm-org-022-labelable-small-parts-bin-set","Local controlled project","Core","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-022-labelable-small-parts-bin-set/exports/3mf/DRAFT-MM-ORG-022-labelable-small-parts-bin-set-0.1.0-draft.1.3mf","2026-08-28"
