SKU_ID,Product,Product_Family,Concept_Type,Purpose,Customer_Job,Target_Segment,Trend_Signal,Strategy_Fit,AM_Advantage,Customer_Inputs,Parametric_Variables,Max_L_mm,Max_W_mm,Max_H_mm,Primary_Material,Supports,Difficulty,Offer_Mode,Digital_Price_Band_EUR,Printed_Price_Band_EUR,Risk_Score,Risk_or_Limit,Opportunity_Score,Launch_Wave,Source_IDs,Design_Status,Next_Gate,Notes,Trend_Source_Strength_0_30,Trend_Signal_Magnitude_0_30,Trend_MetriMade_Fit_0_25,Trend_Whitespace_0_15,Trend_Score_0_100,Trend_Score_Basis,Trend_Score_Status,Preflight_Archetype,Critical_Interface,Evidence_Route,Manufacturing_Baseline,Verification_Plan,REQ,CTX,PAR,INT,CPL,MOT,GEO,PHY,MAT,EXT,VER,PC_0_100,Complexity,R_Scope,R_Requirements,R_Critical_Interfaces,R_Manufacturing_Profile,R_Verification,Readiness,Readiness_Basis,Criticality,Current_Lane,Target_Lane_After_Evidence,Confidence,Design_Release,Hard_Gates,Preflight_Short,Preflight_Status,Assessed_On,Assessment_Version
SKU-247,Embroidery-hoop size nesting stand,Needlecraft and sewing organization,New,Store a measured set of empty embroidery hoops upright and labeled by diameter.,Store a measured set of empty embroidery hoops upright and labeled by diameter.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,220,140,180,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",94,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,12,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-248,Punch-needle tool rest,Needlecraft and sewing organization,New,"Park clean, capped punch-needle tools and current thread cards in a compact adult craft stand.","Park clean, capped punch-needle tools and current thread cards in a compact adult craft stand.","Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,150,100,85,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",92,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,10,90,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-249,Quilt-block layout label token tray,Needlecraft and sewing organization,New,"Sort reusable row, column and orientation labels used while arranging quilt blocks.","Sort reusable row, column and orientation labels used while arranging quilt blocks.","Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,170,110,32,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",93,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,11,91,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-250,Quilting-template vertical file,Needlecraft and sewing organization,New,Separate measured acrylic or card quilting templates upright by shape and project.,Separate measured acrylic or card quilting templates upright by shape and project.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,220,120,180,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",93,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,11,91,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-251,Circular-knitting cable size cassette,Needlecraft and sewing organization,New,Store disconnected circular-knitting cables in labeled loose coils without sharp needle tips.,Store disconnected circular-knitting cables in labeled loose coils without sharp needle tips.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,210,160,42,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",94,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,12,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-252,Knitting-needle pair divider modules,Needlecraft and sewing organization,New,Keep capped straight knitting-needle pairs separated by size in modular horizontal channels.,Keep capped straight knitting-needle pairs separated by size in modular horizontal channels.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,220,160,85,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",94,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,12,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-253,Crochet-gauge swatch archive rack,Needlecraft and sewing organization,New,Store labeled dry crochet gauge swatches upright for later project reference.,Store labeled dry crochet gauge swatches upright for later project reference.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,200,130,140,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",94,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,12,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-254,Yarn-label archive card file,Needlecraft and sewing organization,New,Keep removed yarn labels and matching sample cards organized by project and fiber.,Keep removed yarn labels and matching sample cards organized by project and fiber.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,180,120,100,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",94,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,12,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-255,Portable craft-project container insert,Needlecraft and sewing organization,Variation of SKU-151,Fit one customer-owned box with removable zones for a current small needlecraft project without acting as its handle.,Fit one customer-owned box with removable zones for a current small needlecraft project without acting as its handle.,"Adult sewing, knitting, crochet, embroidery and visible-mending hobbyists","Michaels reports analog-hobby searches +136%, needlepoint +251%, sewing patterns +152%, yarn-accessory sales +40% and visible mending +144% in 2026.",Core — defined-set craft organization with personalized labels and compact storage,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Tool or material dimensions; count; size labels; storage envelope; project categories; access direction,slot pitch; bore or channel size; count; divider height; label; module split; footprint,220,180,70,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult dry craft storage only; sharp tools must be removed or capped; no child-use, carry-handle or tool-performance claim.",95,Research batch 3,S33; S01; S32,P0 research backlog,Measure one representative set and print the tightest slot or channel coupon before the full organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,25,13,93,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,Defined adult craft-tool or dry-material set and its storage envelope,"E2 route: measured sample set, scaled photo with control dimension, and manufacturer nominal size where available.","Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, edge, label, tip stability and 100-cycle handling test with capped or non-sharp samples.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-256,Paper-quilling strip color divider,Social and paper-craft organization,New,Keep dry quilling strips separated by color and length in a measured drawer or box insert.,Keep dry quilling strips separated by color and length in a measured drawer or box insert.,"Adult paper, painting, model-making and group-craft hobbyists","Michaels reports craft-night searches +103%, girls-night crafts +242%, paint-party kits +329%, guided-kit sales +86% and DIY home decor +79%.",Core — compact defined-set organization for social and analog creative routines,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Material formats; tool envelopes; category and participant count; table footprint; optional labels,lane width; well size; divider count; module count; access relief; label; footprint,220,170,55,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult dry craft organization only; no hot tools, solvents, blades, food, load-bearing, protective or child-use claim.",93,Research batch 3,S33; S01; S32,P0 research backlog,"Confirm the smallest and largest real formats, then print the densest compartment coupon before a full set.","metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,24,12,91,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,Defined dry craft materials or capped tools within a freestanding tabletop envelope,E2 route: measured material/tool samples plus a scaled layout photo and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, spill-from-compartment, tip, edge and cleanup checks using inert dry substitutes.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-257,Origami-paper size step sorter,Social and paper-craft organization,New,Separate square paper formats by visible stepped height without bending the sheets.,Separate square paper formats by visible stepped height without bending the sheets.,"Adult paper, painting, model-making and group-craft hobbyists","Michaels reports craft-night searches +103%, girls-night crafts +242%, paint-party kits +329%, guided-kit sales +86% and DIY home decor +79%.",Core — compact defined-set organization for social and analog creative routines,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Material formats; tool envelopes; category and participant count; table footprint; optional labels,lane width; well size; divider count; module count; access relief; label; footprint,220,220,65,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult dry craft organization only; no hot tools, solvents, blades, food, load-bearing, protective or child-use claim.",93,Research batch 3,S33; S01; S32,P0 research backlog,"Confirm the smallest and largest real formats, then print the densest compartment coupon before a full set.","metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,24,12,91,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,Defined dry craft materials or capped tools within a freestanding tabletop envelope,E2 route: measured material/tool samples plus a scaled layout photo and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, spill-from-compartment, tip, edge and cleanup checks using inert dry substitutes.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-258,Polymer-clay cutter silhouette index tray,Social and paper-craft organization,New,Arrange clean dry adult craft cutters by outline so missing shapes are visible before use.,Arrange clean dry adult craft cutters by outline so missing shapes are visible before use.,"Adult paper, painting, model-making and group-craft hobbyists","Michaels reports craft-night searches +103%, girls-night crafts +242%, paint-party kits +329%, guided-kit sales +86% and DIY home decor +79%.",Core — compact defined-set organization for social and analog creative routines,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Material formats; tool envelopes; category and participant count; table footprint; optional labels,lane width; well size; divider count; module count; access relief; label; footprint,220,180,38,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult dry craft organization only; no hot tools, solvents, blades, food, load-bearing, protective or child-use claim.",94,Research batch 3,S33; S01; S32,P0 research backlog,"Confirm the smallest and largest real formats, then print the densest compartment coupon before a full set.","metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",25,30,24,13,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,Defined dry craft materials or capped tools within a freestanding tabletop envelope,E2 route: measured material/tool samples plus a scaled layout photo and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit/removal, snag, spill-from-compartment, tip, edge and cleanup checks using inert dry substitutes.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
