SKU_ID,Preflight_Short,Complexity_Band,Readiness_Band,Criticality_Band,Current_Lane,Target_Lane_After_Evidence,Confidence,Design_Release,Estimate_Status,Creation_Effort_1_5,Validation_Effort_1_5,Research_Risk_1_5,Basis,Source_Or_Linked_Preflight,Assessed_On,Estimate_Version
SKU-111,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-112,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,1,1,Mapped to MM-ORG-013; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-013-photo-postcard-archive-drawer-divider/preflight/preflight-result.json,2026-09-04,1.3
SKU-113,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-114,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-115,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,2,1,Mapped to MM-ORG-018; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-018-drawer-measurement-gauge-kit/preflight/preflight-result.json,2026-09-04,1.3
SKU-116,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-117,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-118,C2 · R2 · K2 · Lane E · LOW_UNKNOWN,C2,R2,K2,E,C,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,3,2,Mapped to MM-ORG-024; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-024-deep-shelf-pull-tab-bin-front/preflight/preflight-result.json,2026-09-04,1.3
SKU-119,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,2,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-120,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-121,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,3,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-122,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-123,C2 · R2 · K2 · Lane E · LOW_UNKNOWN,C2,R2,K2,E,C,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,2,2,Mapped to MM-ORG-031; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-031-pageharbor-shelf-side-ereader-book-dock/preflight/preflight-result.json,2026-09-04,1.3
SKU-124,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-125,C2 · R2 · K2 · Lane E · LOW_UNKNOWN,C2,R2,K2,E,C,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,1,1,Mapped to MM-ORG-020; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-020-belt-scarf-shelf-comb/preflight/preflight-result.json,2026-09-04,1.3
SKU-126,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,2,2,"C band from creation/validation planning effort (1/2); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-127,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-128,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,2,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-129,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-130,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-131,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-132,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,3,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-133,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,3,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-134,C3–C4 · R0–R1 · K2–K3 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2–K3,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,5,4,"C band from creation/validation planning effort (2/5); K band from the research-risk proxy (4/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-135,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,4,3,"C band from creation/validation planning effort (1/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-136,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-137,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-138,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-139,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,4,3,"C band from creation/validation planning effort (1/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-140,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-141,C3–C4 · R0–R1 · K2–K3 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2–K3,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,5,4,"C band from creation/validation planning effort (2/5); K band from the research-risk proxy (4/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-142,C3–C4 · R0–R1 · K2–K3 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2–K3,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,5,4,"C band from creation/validation planning effort (2/5); K band from the research-risk proxy (4/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-143,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,2,2,"C band from creation/validation planning effort (1/2); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-144,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,4,3,"C band from creation/validation planning effort (1/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-145,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-146,C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,2,2,"C band from creation/validation planning effort (2/2); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-147,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,2,2,Mapped to MM-ORG-032; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-032-pairpin-thread-bobbin-rack/preflight/preflight-result.json,2026-09-04,1.3
SKU-148,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,1,1,Mapped to MM-ORG-014; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-014-embroidery-floss-project-palette-dock/preflight/preflight-result.json,2026-09-04,1.3
SKU-149,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,2,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-150,C2 · R2 · K1 · Lane C · LOW_UNKNOWN,C2,R2,K1,C,B,LOW_UNKNOWN,GO_WITH_CONTROLS,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,1,1,Mapped to MM-ORG-011; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-011-crochet-hook-diameter-rack/preflight/preflight-result.json,2026-09-04,1.3
SKU-151,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-152,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-153,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,3,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-154,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,4,3,"C band from creation/validation planning effort (1/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-155,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,2,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-156,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,2,2,Mapped to MM-ORG-033; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-033-diamond-painting-tray-staging-rack/preflight/preflight-result.json,2026-09-04,1.3
SKU-157,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,3,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-158,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,2,2,Mapped to MM-ORG-028; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-028-craft-stamp-die-index-rack/preflight/preflight-result.json,2026-09-04,1.3
SKU-159,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,3,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-160,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,HOLD,LINKED CURRENT PRODUCT PREFLIGHT — NOT RELEASE APPROVAL,1,2,2,Mapped to MM-ORG-029; exact current scorecard from the linked product preflight.,products/organization-storage/mm-org-029-craft-night-modular-personal-supply-caddy/preflight/preflight-result.json,2026-09-04,1.3
SKU-161,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-162,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,2,2,"C band from creation/validation planning effort (1/2); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-163,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-164,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,3,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-165,C3–C4 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C3–C4,R0–R1,K2,E,D,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,4,3,"C band from creation/validation planning effort (2/4); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-166,C2–C3 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,3,2,"C band from creation/validation planning effort (1/3); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-167,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,2,2,"C band from creation/validation planning effort (1/2); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-168,C1–C2 · R0–R1 · K1–K2 · Lane E · LOW_UNKNOWN,C1–C2,R0–R1,K1–K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,1,2,2,"C band from creation/validation planning effort (1/2); K band from the research-risk proxy (2/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
SKU-169,C2–C3 · R0–R1 · K2 · Lane E · LOW_UNKNOWN,C2–C3,R0–R1,K2,E,C,LOW_UNKNOWN,CONCEPT_ONLY,PRELIMINARY IDEA ESTIMATE — NOT RELEASE APPROVAL,2,3,3,"C band from creation/validation planning effort (2/3); K band from the research-risk proxy (3/5); R0–R1 and Lane E until critical interfaces, the manufacturing profile, acceptance criteria, and verification evidence exist.",business/02-portfolio/research-idea-priority.csv,2026-09-04,1.3
