Product_Path,Working_SKU,Product,Product_Family_or_Category,Score_Basis,Trend_Score_0_100,Priority_Score_0_100,Opportunity_Score_0_100,Risk_Score_1_5,Estimated_Market_Fit_1_5,Market_Evidence_Confidence_1_5,Creation_Effort_1_5,Validation_Effort_1_5,Commercial_Risk_1_5,Strategy_Fit_1_5,AM_Differentiation_1_5,Portfolio_Leverage_1_5,Digital_First_Fit_1_5,Economics_1_5,Trend_Basis,Scoring_Rationale,Score_Status,Scored_On,Scoring_Version
products/home-kitchen-garden/mm-dec-003-sunflower-bowl-tray,MM-DEC-003,Sunflower Bowl / Tray,Decorative tray,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,78,53.2,80,4,3,2,2,4,4,3,3,3,2,3,Research family 'Vases & sculptural containers' median 86; mapped from category 'Decorative tray'; strategy-fit adjustment -8,"Derived from the live preflight C3/R1/K1 (EXT=3, MOT=0, PHY=3), register strategy fit 'Adjacent', rights UNKNOWN, safety low, model status 'YES — controlled CAD/source + model artifact', and 6 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/home-kitchen-garden/mm-gar-001-rainwater-filter-well,MM-GAR-001,Rainwater Filter Well R2/R3,Garden water system,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,38,22,5,1,1,1,4,5,1,2,3,3,4,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Garden water system'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C2/R2/K2 (EXT=0, MOT=0, PHY=3), register strategy fit 'Off-strategy', rights UNKNOWN, safety very high, model status 'YES — controlled CAD/source + model artifact', and 6 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/home-kitchen-garden/mm-home-001-cup-and-measuring-spoon,MM-HOME-001,Cup and 3 g Measuring Spoon,Food-contact household item,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,42.2,22,4,1,1,1,3,4,1,2,3,3,4,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Food-contact household item'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C2/R1/K1 (EXT=3, MOT=0, PHY=1), register strategy fit 'Off-strategy', rights UNKNOWN, safety high, model status 'YES — controlled CAD/source + model artifact', and 6 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/home-kitchen-garden/unregistered-aroma-diffuser,UNREGISTERED-AROMA-DIFFUSER,Unregistered Aroma Diffuser,Aroma-diffuser concept,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,31.2,22,4,1,1,3,5,4,1,2,2,3,4,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Aroma-diffuser concept'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C2/R0/K2 (EXT=0, MOT=0, PHY=3), register strategy fit 'Off-strategy', rights not documented, safety medium, model status 'NO — no local 3D model found', and 6 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/home-kitchen-garden/unregistered-shower-drain-hairtrap,UNREGISTERED-SHOWER-DRAIN-HAIRTRAP,Unregistered Shower Drain Hairtrap,Shower-drain accessory concept,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,78,53.2,80,4,3,2,3,5,4,4,4,2,3,4,Research family 'Bathroom & shower organizers' median 81; mapped from category 'Shower-drain accessory concept'; strategy-fit adjustment -3,"Derived from the live preflight C2/R0/K2 (EXT=0, MOT=0, PHY=3), register strategy fit 'Core adjacent', rights not documented, safety medium, model status 'NO — no local 3D model found', and 6 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-bth-001-premium-over-toilet-shelf,MM-BTH-001,Premium Over-Toilet Shelf,Integrated bathroom storage,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,78,58,80,5,3,2,2,4,5,4,4,3,4,3,Research family 'Bathroom & shower organizers' median 81; mapped from category 'Integrated bathroom storage'; strategy-fit adjustment -3,"Derived from the live preflight C3/R2/K3 (EXT=0, MOT=0, PHY=2), register strategy fit 'Core adjacent', rights UNKNOWN, safety high, model status 'YES — controlled CAD/source + model artifact', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-bth-002-toilet-paper-fifo-system,MM-BTH-002,Toilet Paper FIFO System,Bathroom storage,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,78,65.2,80,4,3,2,2,3,4,4,4,4,4,3,Research family 'Bathroom & shower organizers' median 81; mapped from category 'Bathroom storage'; strategy-fit adjustment -3,"Derived from the live preflight C3/R2/K2 (EXT=0, MOT=0, PHY=2), register strategy fit 'Core adjacent', rights UNKNOWN, safety high, model status 'YES — controlled CAD/source + model artifact', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-001-drawerfit-modular,MM-ORG-001,DrawerFit Modular,Exact-fit organizer,INHERITED — MAPPED RESEARCH IDEA SKU-001,96,91,98,1,5,3,2,3,1,5,5,5,4,5,Recorded trend of mapped research idea SKU-001 (Custom desk & drawer organizers); sources S05; S06; S11; S19,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-002-shelffit-mini-bins,MM-ORG-002,ShelfFit Mini Bins,Exact-fit storage,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,91,77.2,93,4,5,2,1,3,4,5,4,3,4,5,Research family 'Exact-fit shelf organization' median 91; mapped from category 'Exact-fit storage'; strategy-fit adjustment +0,"Derived from the live preflight C2/R2/K2 (EXT=0, MOT=0, PHY=2), register strategy fit 'Core', rights partly recorded, safety low, model status 'YES — controlled CAD/source + model artifact', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-003-modern-carbon-desk-organizer,MM-ORG-003,Modern Carbon Desk Organizer,Desk organizer,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,92,69.2,94,4,5,2,2,3,4,4,4,3,3,3,Research family 'Custom desk & drawer organizers' median 95; mapped from category 'Desk organizer'; strategy-fit adjustment -3,"Derived from the live preflight C3/R1/K1 (EXT=3, MOT=0, PHY=1), register strategy fit 'Core adjacent', rights UNKNOWN, safety medium, model status 'YES — controlled CAD/source + model artifact', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-004-modular-desktop-tray-system,MM-ORG-004,Modular Desktop Tray System,Desktop organizer,INHERITED — MAPPED RESEARCH IDEA SKU-002,95,97,97,1,5,3,1,1,1,5,5,5,4,5,Recorded trend of mapped research idea SKU-002 (Custom desk & drawer organizers); sources S05; S06; S11; S19,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-005-desk-edge-cable-clip-kit,MM-ORG-005,Desk-edge Cable Clip Kit,Cable management,INHERITED — MAPPED RESEARCH IDEA SKU-003,95,97,97,1,5,2,1,1,1,5,5,5,5,5,Recorded trend of mapped research idea SKU-003 (Cable-management systems); sources S05; S09; S11; S19,"Estimated market fit 5/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-006-charging-cable-docking-bar,MM-ORG-006,Charging-cable Docking Bar,Cable management,INHERITED — MAPPED RESEARCH IDEA SKU-004,94,92,96,1,5,2,2,2,1,5,5,5,4,5,Recorded trend of mapped research idea SKU-004 (Cable-management systems); sources S05; S09; S11; S19,"Estimated market fit 5/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-007-adjustable-passive-phone-stand,MM-ORG-007,Adjustable Passive Phone Stand,Phone/tablet stand,INHERITED — MAPPED RESEARCH IDEA SKU-005,93,90,95,1,5,2,2,2,1,4,5,5,5,5,Recorded trend of mapped research idea SKU-005 (Phone/tablet stands & passive docks); sources S03; S05; S09; S11; S19,"Estimated market fit 5/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-008-custom-lipstick-tube-grid,MM-ORG-008,Custom Lipstick and Tube Grid,Vanity organizer,INHERITED — MAPPED RESEARCH IDEA SKU-006,92,95,94,1,5,3,1,1,1,4,5,5,5,5,Recorded trend of mapped research idea SKU-006 (Makeup & vanity organizers); sources S07; S11; S19,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-009-tapered-drawer-perimeter-filler-rail-set,MM-ORG-009,Tapered drawer perimeter filler rail set,Exact-fit drawer extensions,INHERITED — MAPPED RESEARCH IDEA SKU-102,86,94,88,1,5,3,1,2,1,5,5,5,5,3,Recorded trend of mapped research idea SKU-102 (Exact-fit drawer extensions); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-010-personalized-pen-stationery-caddy,MM-ORG-010,Personalized pen and stationery caddy,Custom desk & drawer organizers,INHERITED — MAPPED RESEARCH IDEA SKU-018,94,96,96,1,5,3,1,1,1,5,4,5,5,5,Recorded trend of mapped research idea SKU-018 (Custom desk & drawer organizers); sources S05; S06; S11; S19,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-011-crochet-hook-diameter-rack,MM-ORG-011,Crochet-hook diameter rack,Sewing and needlecraft organization,INHERITED — MAPPED RESEARCH IDEA SKU-150,91,96,93,1,5,3,1,1,1,5,5,5,4,4,Recorded trend of mapped research idea SKU-150 (Sewing and needlecraft organization); sources S33; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-012-stationery-refill-inventory-tray,MM-ORG-012,Stationery-refill inventory tray,Desk and stationery organization,INHERITED — MAPPED RESEARCH IDEA SKU-196,95,96,97,1,5,3,1,1,1,5,5,5,4,4,Recorded trend of mapped research idea SKU-196 (Desk and stationery organization); sources S31; S01; S33; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-013-photo-postcard-archive-drawer-divider,MM-ORG-013,Photo and postcard archive drawer divider,Memory-keeping organization,INHERITED — MAPPED RESEARCH IDEA SKU-112,98,95,99,1,5,4,1,1,1,5,5,5,3,3,Recorded trend of mapped research idea SKU-112 (Memory-keeping organization); sources S01; S31; S33; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 4/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-014-embroidery-floss-project-palette-dock,MM-ORG-014,Embroidery-floss project palette dock,Sewing and needlecraft organization,INHERITED — MAPPED RESEARCH IDEA SKU-148,93,95,95,1,5,3,1,1,1,5,5,5,4,3,Recorded trend of mapped research idea SKU-148 (Sewing and needlecraft organization); sources S33; S01; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-015-adapter-dongle-drawer-cassette,MM-ORG-015,Adapter-and-dongle drawer cassette,Electronics-accessory organization,INHERITED — MAPPED RESEARCH IDEA SKU-105,88,91.8,90,2,5,3,1,2,2,5,5,5,4,4,Recorded trend of mapped research idea SKU-105 (Electronics-accessory organization); sources S31; S09; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-016-stencil-ruler-bookmark-set,MM-ORG-016,Stencil-ruler bookmark set,Journaling & stationery accessories,INHERITED — MAPPED RESEARCH IDEA SKU-026,78,94,80,1,5,4,1,2,1,4,5,5,5,5,Recorded trend of mapped research idea SKU-026 (Journaling & stationery accessories); sources S01; S04; S11; S16,"Estimated market fit 5/5 with evidence confidence 4/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-017-modular-pocket-emptying-tray,MM-ORG-017,Modular pocket-emptying tray with coin slope,Personalized functional organization,INHERITED — MAPPED RESEARCH IDEA SKU-173,97,94,99,1,5,3,1,1,1,5,4,5,4,4,Recorded trend of mapped research idea SKU-173 (Personalized functional organization); sources S01; S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-018-drawer-measurement-gauge-kit,MM-ORG-018,Drawer measurement gauge and clearance coupon kit,Measurement and fit tools,INHERITED — MAPPED RESEARCH IDEA SKU-115,88,90,90,1,5,3,1,2,1,5,3,5,5,3,Recorded trend of mapped research idea SKU-115 (Measurement and fit tools); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-019-label-tape-cartridge-rack,MM-ORG-019,Label-printer tape-cartridge rack,Office and small-business organization,INHERITED — MAPPED RESEARCH IDEA SKU-197,94,92.8,96,2,5,3,1,2,2,5,5,5,5,4,Recorded trend of mapped research idea SKU-197 (Office and small-business organization); sources S31; S01; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-020-belt-scarf-shelf-comb,MM-ORG-020,Wardrobe belt and scarf shelf comb,Wardrobe and shelf organization,INHERITED — MAPPED RESEARCH IDEA SKU-125,91,92,93,1,5,3,1,1,1,5,3,5,4,4,Recorded trend of mapped research idea SKU-125 (Wardrobe and shelf organization); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-021-eyeglass-case-shelf-corral,MM-ORG-021,Eyeglass-case shelf corral with dividers,Personal-item organization,INHERITED — MAPPED RESEARCH IDEA SKU-199,91,92,93,1,5,3,1,1,1,5,3,5,4,4,Recorded trend of mapped research idea SKU-199 (Personal-item organization); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-022-labelable-small-parts-bin-set,MM-ORG-022,Labelable small-parts bin set,Custom desk & drawer organizers,INHERITED — MAPPED RESEARCH IDEA SKU-023,95,91.8,97,2,5,3,2,2,2,5,5,5,5,5,Recorded trend of mapped research idea SKU-023 (Custom desk & drawer organizers); sources S05; S06; S11; S19,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-023-page-holder-thumb-tool,MM-ORG-023,Page-holder thumb tool,Journaling & stationery accessories,INHERITED — MAPPED RESEARCH IDEA SKU-053,78,91.8,80,2,5,4,1,2,2,4,5,5,5,5,Recorded trend of mapped research idea SKU-053 (Journaling & stationery accessories); sources S01; S04; S11; S16,"Estimated market fit 5/5 with evidence confidence 4/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-024-deep-shelf-pull-tab-bin-front,MM-ORG-024,Deep-shelf pull-tab bin front,ShelfFit accessories,INHERITED — MAPPED RESEARCH IDEA SKU-118,88,88.8,90,2,5,3,1,3,2,5,5,5,4,3,Recorded trend of mapped research idea SKU-118 (ShelfFit accessories); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 3/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-025-adjustable-vertical-makeup-palette-organizer,MM-ORG-025,Vertical makeup-palette organizer,Makeup & vanity organizers,INHERITED — MAPPED RESEARCH IDEA SKU-007,91,91,93,1,4,3,1,1,1,4,5,5,5,5,Recorded trend of mapped research idea SKU-007 (Makeup & vanity organizers); sources S07; S11; S19,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-026-personalized-desk-nameplate,MM-ORG-026,Personalized desk nameplate,"Personalized signs, house numbers & event decor",INHERITED — MAPPED RESEARCH IDEA SKU-014,84,91,86,1,4,3,1,1,1,4,5,5,5,5,"Recorded trend of mapped research idea SKU-014 (Personalized signs, house numbers & event decor); sources S01; S04; S11; S16; S24","Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-027-vinyl-record-divider-label-set,MM-ORG-027,Vinyl record-divider label set,"Bookends, vinyl & display stands",INHERITED — MAPPED RESEARCH IDEA SKU-024,78,91,80,1,4,3,1,1,1,4,5,5,5,5,"Recorded trend of mapped research idea SKU-024 (Bookends, vinyl & display stands); sources S01; S04; S11; S19","Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-028-craft-stamp-die-index-rack,MM-ORG-028,Craft stamp and die index rack,Paper-craft organization,INHERITED — MAPPED RESEARCH IDEA SKU-158,94,90.8,96,2,5,4,1,2,2,5,5,5,3,3,Recorded trend of mapped research idea SKU-158 (Paper-craft organization); sources S33; S01; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 4/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-029-craft-night-modular-personal-supply-caddy,MM-ORG-029,Craft-night modular personal supply caddy,Group craft organization,INHERITED — MAPPED RESEARCH IDEA SKU-160,96,90.8,98,2,5,3,1,2,2,5,4,5,4,5,Recorded trend of mapped research idea SKU-160 (Group craft organization); sources S33; S01; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-030-irregular-corner-drawer-organizer-infill,MM-ORG-030,Irregular-corner drawer organizer infill,Exact-fit drawer extensions,INHERITED — MAPPED RESEARCH IDEA SKU-101,86,86.8,88,2,5,3,2,3,2,5,5,5,4,3,Recorded trend of mapped research idea SKU-101 (Exact-fit drawer extensions); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-031-pageharbor-shelf-side-ereader-book-dock,MM-ORG-031,Shelf-side e-reader and book dock,Reading and shelf organization,INHERITED — MAPPED RESEARCH IDEA SKU-123,94,89.8,96,2,5,3,1,2,2,5,5,5,3,3,Recorded trend of mapped research idea SKU-123 (Reading and shelf organization); sources S01; S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-032-pairpin-thread-bobbin-rack,MM-ORG-032,Paired thread-and-bobbin rack,Sewing and needlecraft organization,INHERITED — MAPPED RESEARCH IDEA SKU-147,91,89.8,93,2,5,3,1,2,2,5,5,5,3,3,Recorded trend of mapped research idea SKU-147 (Sewing and needlecraft organization); sources S33; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-033-diamond-painting-tray-staging-rack,MM-ORG-033,Diamond-painting tray staging rack,Bead and mosaic craft organization,INHERITED — MAPPED RESEARCH IDEA SKU-156,94,89.8,96,2,5,3,1,2,2,5,4,5,4,4,Recorded trend of mapped research idea SKU-156 (Bead and mosaic craft organization); sources S33; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-034-snap-on-journal-pen-loop,MM-ORG-034,Snap-on journal pen loop,Journaling & stationery accessories,INHERITED — MAPPED RESEARCH IDEA SKU-025,78,89,80,1,5,4,2,3,1,4,5,5,4,5,Recorded trend of mapped research idea SKU-025 (Journaling & stationery accessories); sources S01; S04; S11; S16,"Estimated market fit 5/5 with evidence confidence 4/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-035-stamp-and-ink-pad-desk-organizer,MM-ORG-035,Stamp and ink-pad desk organizer,Journaling & stationery accessories,INHERITED — MAPPED RESEARCH IDEA SKU-047,77,88.8,79,2,5,4,2,2,2,4,5,5,5,4,Recorded trend of mapped research idea SKU-047 (Journaling & stationery accessories); sources S01; S04; S11; S16,"Estimated market fit 5/5 with evidence confidence 4/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
